Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Charging Type,Seller Type,Date Listed,Month,Sales Volume,Source,Data Type
VinFast,VinFast VF 8,2023,39730.16381253721,1766.0,Like New,Kratie,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,12-05-2023,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2025,25818.288785241923,72513.0,Good,Sihanoukville,Black,59.6,399,110,,GB-T/CCS2,Private,21-11-2024,11,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2023,62352.226507315325,0.0,New,Kampot,Cosmos Black,66.5,419,168,8.0,GB-T/CCS2,Dealer,16-02-2022,2,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2025,43297.887081255205,13024.0,New,Kampong Cham,Blue,82/87.5,420-500,150,5.5,GB-T/CCS2,Dealer,12-05-2025,5,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2025,45971.59936465735,34545.0,New,Phnom Penh,Black,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-09-2022,9,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,36350.98464809604,15330.0,New,Preah Vihear,Grey,64.2/88,400-600,160,7.5,GB-T/CCS2,Dealer,12-03-2023,3,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,42193.2378985354,25564.0,Excellent,Phnom Penh,Silver,60/82,430-576,208,6.1,GB-T/CCS2,Private,22-06-2020,6,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2021,50950.494334294686,5745.0,New,Phnom Penh,Green,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-05-2024,5,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2025,44994.647430030745,28210.0,New,Battambang,White,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,11-11-2023,11,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2023,74881.85935086981,38760.0,Excellent,Phnom Penh,Pearl White,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,16-08-2025,8,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,10790.0,Like New,Phnom Penh,Blue,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,09-02-2025,2,,Synthetic (New Formula),Synthetic
Kia,Kia EV9,2025,77128.31980973305,55016.0,Excellent,Phnom Penh,Black,99.8,541,283,5.3,GB-T/CCS2,Dealer,15-09-2023,9,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2024,67592.71268460034,26130.0,Excellent,Siem Reap,Black,123,438,300,6.5,GB-T/CCS2,Private,21-07-2024,7,,Synthetic (New Formula),Synthetic
Avatr,Avatr 07,2025,46138.602687519866,23550.0,Excellent,Sihanoukville,Black,62.2/100.5,420-621,190,4.9,GB-T/CCS2,Private,25-09-2024,9,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2025,73825.74726096146,29172.0,Like New,Phnom Penh,Silver,86/100,560-620,200,3.3,GB-T/CCS2,Private,15-12-2022,12,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2022,26482.462574063575,17616.0,New,Koh Kong,White,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,25-01-2025,1,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2021,48894.81248031962,45360.0,Fair,Phnom Penh,Green,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-05-2024,5,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,33576.387237473646,37296.0,New,Siem Reap,Grey,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,23-12-2023,12,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2023,76994.97633061714,35280.0,Like New,Phnom Penh,Blue,103,600,230,6.9,GB-T/CCS2,Dealer,08-10-2024,10,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2021,39539.86591306608,19343.0,Like New,Phnom Penh,Grey,71.4,500,150,7.1,GB-T/CCS2,Dealer,23-06-2022,6,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2024,37895.855412380246,25164.0,Good,Phnom Penh,Black,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,08-09-2023,9,,Synthetic (New Formula),Synthetic
BYD,BYD Seal 5,2023,21091.81325405585,7980.0,Like New,Preah Vihear,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,01-05-2024,5,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2024,58601.15425705281,0.0,Excellent,Sihanoukville,Silver,64.7,417,150,8.6,GB-T/CCS2,Authorized Dealer,12-04-2024,4,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2025,66679.50588336526,16282.0,Good,Sihanoukville,Green,90/116,555-700,230,3.9,GB-T/CCS2,Dealer,04-11-2022,11,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2022,28986.08954178633,6060.0,Excellent,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Private,04-04-2025,4,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2023,39390.05980917911,15418.0,New,Kampong Cham,Grey,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,20-06-2021,6,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,1128.0,Good,Phnom Penh,Silver,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,24-01-2023,1,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2024,44041.03749094063,55440.0,New,Phnom Penh,Red,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,13-01-2024,1,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2023,42750.38482447144,0.0,Excellent,Phnom Penh,Grey,40,200 PHEV,200,4.8,GB-T/CCS2,Dealer,06-04-2024,4,,Synthetic (New Formula),Synthetic
BYD,BYD Seal 5,2025,21497.93526259704,24248.0,Excellent,Preah Vihear,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,01-05-2024,5,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2023,35003.985292354235,26280.0,Excellent,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,13-06-2022,6,,Synthetic (New Formula),Synthetic
BYD,BYD Seal 5,2024,22324.86295831656,20540.0,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,01-05-2024,5,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2021,26217.261629852594,25164.0,Like New,Battambang,Green,50/60.5,340-420,150,7.3,GB-T/CCS2,Private,03-06-2022,6,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,11304.0,Like New,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,02-01-2023,1,,Synthetic (New Formula),Synthetic
Arcfox,Arcfox Koala S,2023,24971.904217218962,17616.0,Good,Phnom Penh,Black,42.8,301,120,8.5,GB-T/CCS2,Dealer,05-04-2024,4,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,57329.3700174323,15674.0,Good,Phnom Penh,Green,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-05-2024,5,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2025,44994.647430030745,11984.0,New,Battambang,White,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,11-11-2023,11,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2020,45443.111254767566,0.0,New,Phnom Penh,Black,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,25-07-2024,7,,Synthetic (New Formula),Synthetic
BYD,BYD M9,2021,54242.58865881042,944.0,New,Phnom Penh,Black,52,180 PHEV,180,,GB-T/CCS2,Private,04-07-2025,7,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2024,59241.92644094788,9536.0,Excellent,Kep,White,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Authorized Dealer,23-05-2023,5,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2024,76931.00819578383,17493.0,Like New,Phnom Penh,White,86/100,560-620,200,3.3,GB-T/CCS2,Private,19-01-2024,1,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2021,42694.14371114642,0.0,Good,Phnom Penh,Blue,77.4,484,168,7.1,GB-T/CCS2,Dealer,14-05-2023,5,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2022,61108.60907131934,7928.0,New,Phnom Penh,Silver,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,12-08-2025,8,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,42198.137789505345,4308.0,New,Siem Reap,White,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,02-08-2023,8,,Synthetic (New Formula),Synthetic
MG,MG 5,2025,22004.110237479737,54229.0,New,Siem Reap,White,61.1,403,130,7.7,GB-T/CCS2,Dealer,19-06-2024,6,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2024,39966.64971617079,10710.0,Like New,Phnom Penh,Silver,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Dealer,11-05-2025,5,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2024,57696.34908952506,41940.0,Excellent,Phnom Penh,White,40,200 PHEV,330,4.8,GB-T/CCS2,Private,07-01-2024,1,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2023,48804.32854990959,9207.0,New,Phnom Penh,White,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,12-07-2024,7,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,27347.0,Like New,Phnom Penh,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Private,13-05-2024,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,45445.55434293102,18080.0,New,Kampot,Blue,60/82,430-576,208,6.1,GB-T/CCS2,Private,13-04-2022,4,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,3408.0,Like New,Siem Reap,Black,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,18-04-2023,4,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2023,25682.041548133584,14922.0,Good,Siem Reap,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,14-09-2023,9,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,42665.26415839177,20540.0,New,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,01-02-2023,2,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2024,39672.936262893905,0.0,Like New,Phnom Penh,Blue,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,11-08-2025,8,,Synthetic (New Formula),Synthetic
MG,MG 5,2025,22004.110237479737,20196.0,Good,Siem Reap,Black,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,09-05-2025,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2025,25818.288785241923,19596.0,New,Phnom Penh,Grey,59.6,399,110,,GB-T/CCS2,Private,16-09-2023,9,,Synthetic (New Formula),Synthetic
Xiaomi,Xiaomi SU7,2025,76225.25556206713,7924.0,New,Phnom Penh,White,73.6/94.3,495-830,220,5.3,GB-T/CCS2,Authorized Dealer,20-03-2024,3,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2023,39057.37739847239,14196.0,Fair,Phnom Penh,Silver,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,12-08-2025,8,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2025,57356.460286725756,3300.0,Excellent,Phnom Penh,Black,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,25-07-2024,7,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2023,42183.65967830251,0.0,Fair,Phnom Penh,Black,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,02-10-2024,10,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2024,66519.21496719548,23575.0,Good,Siem Reap,Black,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,18-04-2023,4,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2024,27495.0857814494,43475.0,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,21-10-2024,10,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2023,26847.76145002246,8728.0,New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-01-2025,1,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2020,47010.311104043045,55944.0,Excellent,Phnom Penh,Silver,64.7,417,150,8.6,GB-T/CCS2,Private,07-04-2022,4,,Synthetic (New Formula),Synthetic
AION,AION ES,2025,30948.87938735971,866.0,New,Phnom Penh,White,55.6,410,150,7.5,GB-T/CCS2,Authorized Dealer,02-05-2025,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2024,44230.441411114305,1846.0,New,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,15-12-2022,12,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2024,45056.7339147931,2268.0,New,Phnom Penh,Black,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-09-2022,9,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2025,25337.590942169798,30996.0,Like New,Kampot,Blue,51/64/77,350-520,125,7.7,GB-T/CCS2,Authorized Dealer,20-05-2021,5,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2024,77353.68545538498,8973.0,Excellent,Phnom Penh,Green,86/100,560-620,200,3.3,GB-T/CCS2,Private,22-11-2023,11,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2024,51692.21733553632,5755.0,New,Kampong Cham,Grey,53/77.4,429-614,151,8.1,GB-T/CCS2,Private,25-08-2025,8,,Synthetic (New Formula),Synthetic
Kia,Kia EV9,2025,77128.31980973305,22885.0,Like New,Phnom Penh,Cosmos Black,99.8,541,283,5.3,GB-T/CCS2,Dealer,15-08-2024,8,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2023,26566.165885091716,13454.0,New,Siem Reap,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,14-09-2023,9,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2023,42534.14531618031,39970.0,New,Phnom Penh,Black,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,02-10-2024,10,,Synthetic (New Formula),Synthetic
Arcfox,Arcfox Koala S,2025,26578.153517984432,1846.0,New,Phnom Penh,Silver,42.8,301,120,8.5,GB-T/CCS2,Dealer,16-08-2025,8,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2022,25682.843209329545,21720.0,Like New,Battambang,Green,50/60.5,340-420,150,7.3,GB-T/CCS2,Private,03-06-2022,6,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2020,20808.605495972683,12912.0,New,Kampot,Black,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,04-08-2021,8,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2024,50650.502314538215,32973.0,Like New,Phnom Penh,White,77.4,484,168,7.1,GB-T/CCS2,Dealer,07-01-2025,1,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2023,64505.82891493737,22242.0,New,Phnom Penh,White,90/116,555-700,230,3.9,GB-T/CCS2,Authorized Dealer,27-08-2025,8,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2024,19818.507130505022,16928.0,Like New,Phnom Penh,Silver,30/38.88,190-305,55,,GB-T/CCS2,Dealer,18-08-2024,8,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2021,21495.48391032961,9207.0,Like New,Siem Reap,Silver,51/64/77,350-520,125,7.7,GB-T/CCS2,Dealer,15-07-2023,7,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2023,28214.557258866498,11154.0,Good,Sihanoukville,Grey,50/60.5,340-420,150,7.3,GB-T/CCS2,Authorized Dealer,28-02-2024,2,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,34588.04429015175,4895.0,New,Phnom Penh,Black,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,08-09-2023,9,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2022,42427.21367930056,6090.0,Fair,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,07-02-2024,2,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2025,46028.66909827858,12780.0,New,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,12-10-2024,10,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2023,27963.697633024374,0.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,25-04-2020,4,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2022,49955.46805970309,5760.0,Excellent,Phnom Penh,Green,40,200 PHEV,330,4.8,GB-T/CCS2,Authorized Dealer,15-10-2024,10,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2022,21753.81272737247,6902.0,Excellent,Phnom Penh,Grey,51/64/77,350-520,125,7.7,GB-T/CCS2,Private,28-08-2021,8,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2024,61360.41120854375,31745.0,New,Phnom Penh,Grey,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Authorized Dealer,10-09-2023,9,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2021,34738.521407246786,24248.0,Like New,Siem Reap,Green,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,25-09-2024,9,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2022,65307.62732823562,6840.0,Like New,Kampot,White,86/100,560-620,200,3.3,GB-T/CCS2,Dealer,15-02-2025,2,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2020,53129.31901745473,52100.0,New,Phnom Penh,Black,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,03-10-2025,10,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2022,41029.796551579544,14756.0,New,Kratie,Silver,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Private,13-05-2025,5,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2025,50468.79640638217,22097.0,Excellent,Phnom Penh,White,77.4,484,168,7.1,GB-T/CCS2,Dealer,07-01-2025,1,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2024,58548.74823810952,12480.0,Like New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Dealer,16-11-2024,11,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2025,23846.38015933203,4640.0,Like New,Phnom Penh,Grey,45.1,312-401,130,7.9,GB-T/CCS2,Private,24-08-2025,8,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2022,59531.47466820334,43563.0,Like New,Phnom Penh,Silver,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,24-01-2023,1,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2024,47025.81100325671,12195.0,Like New,Phnom Penh,Black,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-09-2022,9,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2023,41279.751538713244,1167.0,Excellent,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,07-02-2024,2,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2022,21673.158637121636,5755.0,Like New,Kratie,Grey,51/64/77,350-520,125,7.7,GB-T/CCS2,Private,09-11-2021,11,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2022,39492.72021249733,20328.0,New,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,15-12-2022,12,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2025,25337.590942169798,7008.0,Fair,Phnom Penh,White,51/64/77,350-520,125,7.7,GB-T/CCS2,Dealer,14-04-2024,4,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2024,25495.6388919979,4240.0,New,Phnom Penh,Pearl White,51/64/77,350-520,125,7.7,GB-T/CCS2,Private,15-10-2023,10,,Synthetic (New Formula),Synthetic
Leapmotor,Leapmotor T03,2021,11347.660962688467,25885.0,Like New,Battambang,White,41.3,403,80,,GB-T/CCS2,Authorized Dealer,10-01-2024,1,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2023,51940.605836796356,0.0,New,Battambang,Grey,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,16-04-2023,4,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,30711.0,Like New,Phnom Penh,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,24-07-2023,7,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,59940.0,New,Phnom Penh,Grey,66.5,419,168,8.0,GB-T/CCS2,Private,23-09-2021,9,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2024,44157.09104533148,40663.0,Excellent,Battambang,Grey,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,10-07-2025,7,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2025,27997.556212744083,24099.0,New,Siem Reap,Grey,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,05-05-2021,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,47789.64724984256,27838.0,New,Kampong Cham,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,05-08-2021,8,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2023,55281.79262607435,11984.0,Fair,Phnom Penh,White,40,200 PHEV,330,4.8,GB-T/CCS2,Private,07-01-2024,1,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2021,16494.887733525607,0.0,Fair,Phnom Penh,Grey,30/38.88,190-305,55,,GB-T/CCS2,Authorized Dealer,12-09-2023,9,,Synthetic (New Formula),Synthetic
Avatr,Avatr 07,2025,46138.602687519866,18649.0,Like New,Phnom Penh,White,62.2/100.5,420-621,190,4.9,GB-T/CCS2,Private,23-08-2025,8,,Synthetic (New Formula),Synthetic
Xiaomi,Xiaomi SU7,2025,76225.25556206713,21720.0,Excellent,Phnom Penh,Black,73.6/94.3,495-830,220,5.3,GB-T/CCS2,Authorized Dealer,13-08-2025,8,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2024,80849.18704000584,4425.0,New,Siem Reap,White,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,14-02-2025,2,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2021,20248.13816976332,16626.0,New,Phnom Penh,Cosmos Black,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Dealer,28-07-2023,7,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2022,18306.737878953587,24248.0,New,Phnom Penh,Silver,30/38.88,190-305,55,,GB-T/CCS2,Dealer,14-11-2024,11,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,29400.0,Excellent,Phnom Penh,Green,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,25-08-2025,8,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2022,75711.24873487667,1042.0,Excellent,Phnom Penh,Black,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,06-07-2022,7,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2024,34425.15586080182,19038.0,Like New,Phnom Penh,Silver,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Authorized Dealer,02-01-2025,1,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2021,52905.45544733568,1112.0,Good,Phnom Penh,Red,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,08-05-2025,5,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,37403.521107430344,29280.0,New,Phnom Penh,Blue,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,09-02-2025,2,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2023,24244.183934210618,38991.0,Like New,Phnom Penh,Blue,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Dealer,17-10-2024,10,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,35800.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-08-2024,8,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,39515.37991462264,17824.0,New,Phnom Penh,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,24-07-2023,7,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,0.0,Good,Sihanoukville,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,08-05-2025,5,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2021,38550.722318257904,14310.0,New,Sihanoukville,Black,71.4,500,150,7.1,GB-T/CCS2,Private,26-07-2024,7,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2021,56927.69569126042,16626.0,Good,Phnom Penh,White,90/116,555-700,230,3.9,GB-T/CCS2,Authorized Dealer,27-08-2025,8,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2022,55216.08266990779,2202.0,Excellent,Sihanoukville,Red,66.5,419,168,8.0,GB-T/CCS2,Dealer,26-07-2024,7,,Synthetic (New Formula),Synthetic
AION,AION ES,2025,30948.87938735971,17493.0,New,Sihanoukville,Blue,55.6,410,150,7.5,GB-T/CCS2,Authorized Dealer,08-06-2024,6,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,42625.93953589661,10080.0,Excellent,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,09-12-2020,12,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2023,58045.28242074016,11100.0,Good,Kampong Cham,White,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Authorized Dealer,19-05-2022,5,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2022,60060.413218598216,32973.0,Like New,Kampong Cham,Black,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,07-07-2023,7,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2025,25258.522554513802,3760.0,Like New,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Authorized Dealer,21-05-2022,5,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21263.720280369358,12265.0,Good,Phnom Penh,Blue,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,02-02-2021,2,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2024,61293.57453242492,8020.0,Fair,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,02-01-2023,1,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2024,24984.995991138545,28730.0,Like New,Phnom Penh,Black,51/64/77,350-520,125,7.7,GB-T/CCS2,Authorized Dealer,04-01-2023,1,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2025,45971.59936465735,11648.0,New,Phnom Penh,Black,71.4,500,150,7.1,GB-T/CCS2,Dealer,23-08-2023,8,,Synthetic (New Formula),Synthetic
